Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
2054,Michael,Rodriguez,19,Male,Address_2054,San Jose,19458796907,michael.rodriguez@kag.com,Current,1224.78,03-05-2003,30-09-2023,2054,05-06-2023,Withdrawal,2266.16,-1041.38,40,2054,44608.4,Mortgage,1.02,36,30-01-2021,Closed,2054,Visa,6431.67,2580.09,129,19-11-2023,05-06-2023,341,2054,09-12-2023,Complaint,Resolved,02-08-2023,1
2056,Elizabeth,Rodriguez,68,Male,Address_2056,New York,19458796909,elizabeth.rodriguez@kag.com,Current,2232.01,03-06-2012,07-09-2023,2056,18-07-2023,Deposit,2543.74,-311.73,27,2056,13951.53,Mortgage,5.35,24,08-06-2020,Approved,2056,AMEX,7703.71,1696.92,84.85,02-04-2023,12-01-2023,3807,2056,06-10-2023,Suggestion,Pending,20-07-2023,1
2057,Andrew,Sanchez,56,Male,Address_2057,Philadelphia,19458796910,andrew.sanchez@kag.com,Current,6170.45,02-09-2001,08-09-2023,2057,16-03-2023,Withdrawal,3251.13,9421.58,67,2057,3196.39,Mortgage,8.91,12,12-08-2022,Rejected,2057,MasterCard,7033.31,3146.58,157.33,15-03-2023,05-02-2023,5154,2057,15-04-2023,Complaint,Pending,22-10-2023,1
2058,Mark,Brown,58,Female,Address_2058,San Diego,19458796911,mark.brown@kag.com,Savings,3961.88,02-11-2013,15-01-2023,2058,02-02-2023,Withdrawal,2516.69,6478.57,94,2058,25374.72,Personal,7.61,60,17-08-2022,Approved,2058,MasterCard,5210.89,2869.49,143.47,04-11-2023,30-08-2023,2524,2058,25-05-2023,Praise,Pending,25-07-2023,1
2059,Joseph,Taylor,51,Male,Address_2059,Houston,19458796912,joseph.taylor@kag.com,Savings,944.84,01-11-2021,18-06-2023,2059,14-07-2023,Deposit,3953.74,4898.58,65,2059,35940.8,Mortgage,2.61,24,24-06-2020,Approved,2059,AMEX,7930.4,2242.15,112.11,26-04-2023,23-08-2023,7406,2059,12-08-2023,Suggestion,Resolved,29-06-2023,1
2060,Steven,Thomas,56,Female,Address_2060,Phoenix,19458796913,steven.thomas@kag.com,Savings,2961.23,29-01-2011,14-03-2023,2060,03-04-2023,Transfer,793.8,3755.03,74,2060,14163.56,Personal,8.61,60,31-03-2022,Rejected,2060,Visa,8365.58,311.61,15.58,17-01-2023,06-08-2023,4149,2060,06-10-2023,Praise,Resolved,06-06-2023,1
2062,Barbara,Wright,46,Male,Address_2062,Washington,19458796915,barbara.wright@kag.com,Savings,6674.86,14-08-2020,21-09-2023,2062,11-07-2023,Withdrawal,341.88,6332.98,3,2062,4688.78,Mortgage,5.57,12,14-04-2022,Approved,2062,AMEX,1140.56,2832.49,141.62,11-07-2023,02-11-2023,8423,2062,08-02-2023,Complaint,Pending,20-05-2023,1
2063,Ronald,Jones,46,Male,Address_2063,Louisville,19458796916,ronald.jones@kag.com,Savings,5618.91,10-01-2020,28-11-2023,2063,16-04-2023,Deposit,3360.47,8979.38,37,2063,42259.21,Mortgage,3.29,24,28-08-2021,Approved,2063,Visa,5191.4,1093.95,54.7,02-10-2023,28-07-2023,7272,2063,15-09-2023,Suggestion,Pending,31-01-2023,1
2064,Ashley,Jones,41,Female,Address_2064,Colorado Springs,19458796917,ashley.jones@kag.com,Current,4136.09,23-11-2022,08-03-2023,2064,19-08-2023,Withdrawal,3787.59,348.5,98,2064,3681.84,Personal,4.25,36,17-01-2022,Rejected,2064,MasterCard,4929.71,72.03,3.6,30-07-2023,17-05-2023,366,2064,20-07-2023,Complaint,Pending,30-08-2023,1
2065,Charles,Martin,63,Male,Address_2065,El Paso,19458796918,charles.martin@kag.com,Current,9284,29-07-2021,16-09-2023,2065,26-10-2023,Withdrawal,3340.25,12624.25,20,2065,30860.78,Personal,7.81,36,05-04-2022,Approved,2065,AMEX,9044.73,2560.69,128.03,09-08-2023,21-03-2023,493,2065,08-03-2023,Complaint,Pending,28-04-2023,1
2066,Donald,Anderson,48,Female,Address_2066,Houston,19458796919,donald.anderson@kag.com,Savings,5235.38,02-07-2019,12-05-2023,2066,28-01-2023,Transfer,4776.22,10011.6,11,2066,38398.92,Auto,7.15,48,08-05-2020,Rejected,2066,MasterCard,5592.8,1896.1,94.8,12-12-2023,13-02-2023,8012,2066,15-04-2023,Praise,Resolved,26-04-2023,1
2067,Nancy,Moore,41,Male,Address_2067,Houston,19458796920,nancy.moore@kag.com,Savings,8886.6,27-07-2006,04-05-2023,2067,10-11-2023,Withdrawal,4661.39,13547.99,83,2067,39243.61,Personal,4.96,48,04-06-2021,Rejected,2067,MasterCard,4373.66,3449.29,172.46,27-10-2023,14-01-2023,6463,2067,02-08-2023,Complaint,Pending,02-07-2023,1
2068,Sarah,Campbell,32,Female,Address_2068,Nashville,19458796921,sarah.campbell@kag.com,Savings,5832.94,26-07-2013,12-08-2023,2068,15-01-2023,Deposit,1359.38,7192.32,91,2068,33031.3,Mortgage,1.41,24,12-01-2021,Closed,2068,Visa,3815.5,628.99,31.45,01-01-2023,22-07-2023,5873,2068,08-09-2023,Praise,Pending,28-09-2023,1
2069,Paul,Johnson,29,Female,Address_2069,Atlanta,19458796922,paul.johnson@kag.com,Savings,3830.25,06-10-2003,23-06-2023,2069,01-06-2023,Deposit,1223.43,2606.82,24,2069,32987,Personal,1.36,12,31-10-2020,Rejected,2069,Visa,6368.84,2708.91,135.45,15-03-2023,22-02-2023,6344,2069,10-04-2023,Praise,Pending,24-05-2023,1
2070,Patricia,Lewis,37,Other,Address_2070,Los Angeles,19458796923,patricia.lewis@kag.com,Savings,5436.07,15-05-2004,27-09-2023,2070,29-12-2023,Deposit,136.36,5299.71,70,2070,24230.5,Mortgage,7.32,12,05-03-2021,Closed,2070,MasterCard,1641.05,4497.93,224.9,09-11-2023,27-12-2023,8230,2070,24-06-2023,Suggestion,Resolved,05-07-2023,1
2071,Betty,Gonzalez,21,Male,Address_2071,San Antonio,19458796924,betty.gonzalez@kag.com,Current,1603.44,16-03-2017,21-05-2023,2071,31-03-2023,Deposit,2517.82,4121.26,65,2071,21418.64,Auto,9.54,36,24-12-2021,Approved,2071,Visa,8880.13,4627.22,231.36,06-10-2023,10-04-2023,1956,2071,19-05-2023,Suggestion,Resolved,21-03-2023,1
2073,Sarah,Adams,58,Female,Address_2073,San Francisco,19458796926,sarah.adams@kag.com,Current,9823.12,06-01-2015,18-08-2023,2073,12-07-2023,Transfer,795.96,9027.16,74,2073,27232.33,Mortgage,2.1,36,28-11-2020,Rejected,2073,Visa,3179.58,4009.46,200.47,17-11-2023,13-09-2023,266,2073,15-02-2023,Praise,Resolved,06-06-2023,1
2074,Nancy,Hall,61,Male,Address_2074,Oklahoma City,19458796927,nancy.hall@kag.com,Savings,2549.64,21-08-2009,12-04-2023,2074,26-01-2023,Transfer,2970.97,5520.61,32,2074,4480.46,Mortgage,2.09,24,21-03-2020,Approved,2074,AMEX,3569.45,4690.1,234.51,20-04-2023,01-07-2023,5941,2074,15-11-2023,Praise,Resolved,09-08-2023,1
2075,Stephanie,Martinez,27,Male,Address_2075,El Paso,19458796928,stephanie.martinez@kag.com,Current,3299.66,15-05-2009,29-10-2023,2075,20-04-2023,Transfer,3604.63,6904.29,62,2075,23941.66,Mortgage,6.49,36,26-02-2022,Approved,2075,AMEX,9131.08,4844.26,242.21,28-05-2023,03-01-2023,6081,2075,08-02-2023,Praise,Resolved,08-11-2023,1
2076,Ronald,Walker,58,Male,Address_2076,Fresno,19458796929,ronald.walker@kag.com,Current,4120.31,21-08-2008,14-10-2023,2076,17-12-2023,Deposit,1844.76,5965.07,55,2076,36814.14,Mortgage,6.92,36,15-09-2022,Approved,2076,MasterCard,1296.43,1422.13,71.11,06-12-2023,29-04-2023,7943,2076,20-05-2023,Complaint,Pending,30-06-2023,1
2077,Emily,Green,40,Other,Address_2077,Austin,19458796930,emily.green@kag.com,Savings,4886.48,16-06-2007,01-04-2023,2077,09-05-2023,Deposit,3517.69,8404.17,36,2077,22700.29,Auto,6.55,48,31-03-2021,Approved,2077,Visa,3724.32,2438.67,121.93,31-05-2023,03-09-2023,2701,2077,12-05-2023,Complaint,Pending,24-11-2023,1
2078,Kenneth,Davis,24,Male,Address_2078,Fresno,19458796931,kenneth.davis@kag.com,Savings,7219.12,08-09-2011,28-07-2023,2078,23-03-2023,Withdrawal,4188.21,11407.33,66,2078,25905.87,Mortgage,8.97,48,13-12-2022,Rejected,2078,Visa,3644.05,3548.03,177.4,17-12-2023,23-02-2023,1837,2078,31-08-2023,Praise,Resolved,18-01-2023,1
2079,Margaret,Williams,29,Other,Address_2079,Tucson,19458796932,margaret.williams@kag.com,Savings,1453.06,30-06-2016,04-02-2023,2079,28-07-2023,Withdrawal,62.44,1515.5,37,2079,42268.09,Personal,3.08,12,19-08-2020,Closed,2079,AMEX,7711.86,2540.3,127.02,22-03-2023,04-01-2023,9834,2079,21-02-2023,Suggestion,Resolved,21-09-2023,1
2080,Kimberly,Mitchell,65,Male,Address_2080,Detroit,19458796933,kimberly.mitchell@kag.com,Current,3094.41,05-08-2016,03-03-2023,2080,15-02-2023,Transfer,3678.79,-584.38,14,2080,32682.53,Auto,2.55,12,24-06-2022,Closed,2080,Visa,2830.74,4537.62,226.88,07-08-2023,08-05-2023,3471,2080,12-09-2023,Suggestion,Resolved,07-11-2023,1
2082,Mary,Rodriguez,24,Male,Address_2082,El Paso,19458796935,mary.rodriguez@kag.com,Savings,5936.82,23-08-2009,06-03-2023,2082,20-02-2023,Transfer,4225.73,10162.55,77,2082,27603.92,Auto,7.5,36,27-05-2021,Approved,2082,MasterCard,4502.53,2480.79,124.04,29-10-2023,29-12-2023,4768,2082,10-04-2023,Suggestion,Resolved,14-08-2023,1
2083,Joseph,Robinson,25,Other,Address_2083,Washington,19458796936,joseph.robinson@kag.com,Current,5412.64,17-03-2003,09-08-2023,2083,13-06-2023,Transfer,701.64,6114.28,56,2083,18864.19,Personal,7.41,36,01-02-2020,Approved,2083,Visa,7469.02,1653.72,82.69,18-09-2023,12-02-2023,2904,2083,20-03-2023,Complaint,Resolved,23-05-2023,1
2084,Kimberly,Hernandez,24,Female,Address_2084,Fresno,19458796937,kimberly.hernandez@kag.com,Current,4411.34,01-03-2017,12-12-2023,2084,21-11-2023,Transfer,4037.43,8448.77,50,2084,11134.8,Auto,4.02,60,14-01-2020,Approved,2084,MasterCard,1535.24,2035.34,101.77,13-02-2023,13-07-2023,5765,2084,23-05-2023,Suggestion,Pending,01-10-2023,1
2085,Margaret,Wright,60,Other,Address_2085,Charlotte,19458796938,margaret.wright@kag.com,Savings,7143.6,04-07-2016,27-10-2023,2085,21-11-2023,Withdrawal,714.49,6429.11,61,2085,32750.47,Auto,6.65,24,01-12-2021,Closed,2085,MasterCard,2545.13,3392.94,169.65,16-08-2023,19-03-2023,390,2085,01-08-2023,Suggestion,Pending,14-01-2023,1
2086,Jennifer,Torres,21,Other,Address_2086,Jacksonville,19458796939,jennifer.torres@kag.com,Savings,2124.3,15-06-2007,21-12-2023,2086,18-11-2023,Withdrawal,2928.56,-804.26,17,2086,19938.66,Mortgage,7.54,60,26-01-2022,Approved,2086,AMEX,6690.54,3631.24,181.56,03-11-2023,18-08-2023,8722,2086,17-01-2023,Praise,Resolved,10-11-2023,1
2087,Joshua,Adams,67,Female,Address_2087,Charlotte,19458796940,joshua.adams@kag.com,Savings,2899,24-11-2020,20-02-2023,2087,09-04-2023,Transfer,1361.71,4260.71,27,2087,38598.04,Mortgage,6.4,24,21-03-2021,Rejected,2087,Visa,7360.25,1890.32,94.52,28-03-2023,11-12-2023,1598,2087,17-03-2023,Praise,Resolved,13-04-2023,1
2088,Carol,Gonzalez,68,Male,Address_2088,Memphis,19458796941,carol.gonzalez@kag.com,Savings,4500.39,30-10-2019,18-04-2023,2088,13-10-2023,Deposit,1207.64,5708.03,54,2088,29738.54,Mortgage,7.63,48,08-05-2020,Closed,2088,Visa,1019.51,4231.89,211.59,24-04-2023,30-11-2023,514,2088,21-07-2023,Praise,Resolved,24-03-2023,1
2089,Barbara,Scott,24,Female,Address_2089,El Paso,19458796942,barbara.scott@kag.com,Savings,6985.48,18-02-2004,10-12-2023,2089,15-09-2023,Withdrawal,2498.71,9484.19,29,2089,6108.57,Mortgage,6.31,36,11-10-2022,Rejected,2089,Visa,9428.28,630.06,31.5,30-05-2023,17-07-2023,9161,2089,21-03-2023,Complaint,Pending,07-02-2023,1
2090,Michael,Gonzalez,62,Female,Address_2090,San Francisco,19458796943,michael.gonzalez@kag.com,Savings,915.27,22-09-2021,23-06-2023,2090,10-04-2023,Deposit,3789.08,-2873.81,13,2090,18167.11,Personal,9.84,60,21-08-2020,Approved,2090,AMEX,4414.26,118.98,5.95,01-04-2023,05-08-2023,5038,2090,06-01-2023,Praise,Pending,05-03-2023,1
2091,Brian,Lopez,58,Female,Address_2091,Dallas,19458796944,brian.lopez@kag.com,Savings,1245.14,13-03-2006,16-10-2023,2091,25-12-2023,Transfer,3229.66,4474.8,49,2091,14222.3,Personal,5.43,36,23-07-2022,Approved,2091,MasterCard,4254.57,4898.79,244.94,20-02-2023,23-10-2023,1788,2091,07-12-2023,Complaint,Pending,16-02-2023,1
2092,Karen,Torres,47,Other,Address_2092,Mesa,19458796945,karen.torres@kag.com,Current,7845.84,08-11-2018,11-07-2023,2092,25-01-2023,Transfer,4942.93,2902.91,25,2092,8348.66,Auto,1.11,60,07-06-2020,Approved,2092,AMEX,8545.91,4601.53,230.08,25-07-2023,07-06-2023,5132,2092,05-10-2023,Suggestion,Resolved,09-03-2023,1
2093,Michelle,Martinez,35,Female,Address_2093,Dallas,19458796946,michelle.martinez@kag.com,Current,2683.45,03-04-2006,23-12-2023,2093,27-05-2023,Withdrawal,604.11,3287.56,88,2093,40210.76,Personal,2.47,12,16-07-2021,Closed,2093,MasterCard,1986.04,1528.81,76.44,22-07-2023,06-10-2023,6238,2093,25-12-2023,Complaint,Resolved,29-05-2023,1
2094,Charles,Rodriguez,47,Male,Address_2094,Indianapolis,19458796947,charles.rodriguez@kag.com,Current,9638.52,07-02-2008,16-06-2023,2094,31-08-2023,Withdrawal,3611.58,13250.1,23,2094,19547.91,Mortgage,9.68,24,16-04-2020,Rejected,2094,AMEX,3090.75,4779.99,239,29-08-2023,04-02-2023,9928,2094,14-02-2023,Suggestion,Pending,19-10-2023,1
2096,Steven,Johnson,69,Other,Address_2096,Tucson,19458796949,steven.johnson@kag.com,Savings,6890.86,19-08-2009,12-09-2023,2096,26-12-2023,Transfer,1793.69,8684.55,48,2096,44218.59,Auto,2.08,36,03-12-2021,Closed,2096,AMEX,6071.29,2360.24,118.01,23-12-2023,02-05-2023,9536,2096,21-11-2023,Suggestion,Pending,15-09-2023,1
2097,Andrew,Thompson,65,Female,Address_2097,Milwaukee,19458796950,andrew.thompson@kag.com,Savings,7197.04,06-01-2017,27-02-2023,2097,14-01-2023,Deposit,1724.07,8921.11,36,2097,27607.32,Personal,2.4,48,09-04-2021,Closed,2097,AMEX,6537.27,2641.87,132.09,22-08-2023,31-10-2023,3711,2097,17-09-2023,Complaint,Resolved,17-01-2023,1
2098,Sandra,Hill,40,Other,Address_2098,Philadelphia,19458796951,sandra.hill@kag.com,Current,6544.9,08-07-2005,26-01-2023,2098,16-10-2023,Deposit,1288.5,5256.4,6,2098,13645.95,Auto,1.26,48,06-06-2020,Rejected,2098,MasterCard,3749.77,3193.38,159.67,16-03-2023,10-12-2023,9308,2098,25-03-2023,Suggestion,Resolved,07-01-2023,1
2099,Linda,Flores,54,Male,Address_2099,Jacksonville,19458796952,linda.flores@kag.com,Current,1855.58,24-12-2020,27-04-2023,2099,20-10-2023,Withdrawal,2666.69,4522.27,80,2099,39743.56,Auto,3.04,12,24-11-2021,Closed,2099,AMEX,5808.4,2628.33,131.42,23-03-2023,31-12-2023,4082,2099,14-07-2023,Praise,Resolved,06-03-2023,1
2100,Margaret,Hill,24,Other,Address_2100,Indianapolis,19458796953,margaret.hill@kag.com,Savings,5054.51,07-11-2022,30-08-2023,2100,29-12-2023,Withdrawal,1225.73,3828.78,74,2100,22351.99,Mortgage,9.88,60,10-11-2020,Closed,2100,AMEX,8558.51,4557.16,227.86,18-08-2023,15-12-2023,7983,2100,24-01-2023,Praise,Resolved,25-12-2023,1
2101,Deborah,Lee,55,Female,Address_2101,Houston,19458796954,deborah.lee@kag.com,Savings,7950.86,17-12-2022,18-08-2023,2101,13-10-2023,Withdrawal,1844.18,9795.04,39,2101,28627.99,Auto,3.96,12,15-04-2020,Closed,2101,Visa,9840.91,2799.46,139.97,27-04-2023,07-11-2023,907,2101,14-03-2023,Complaint,Resolved,13-02-2023,1
2102,Ashley,Thompson,46,Female,Address_2102,Washington,19458796955,ashley.thompson@kag.com,Current,7769.31,16-09-2020,27-11-2023,2102,25-07-2023,Deposit,4298.88,3470.43,57,2102,45202.08,Auto,3.25,48,21-08-2022,Approved,2102,Visa,4495.06,150.68,7.53,25-02-2023,10-01-2023,4074,2102,05-04-2023,Complaint,Pending,26-05-2023,1
2103,Daniel,Lewis,51,Female,Address_2103,San Jose,19458796956,daniel.lewis@kag.com,Current,8997.83,23-05-2017,10-09-2023,2103,26-09-2023,Withdrawal,1625.35,7372.48,91,2103,24974.48,Mortgage,7.01,12,06-03-2020,Approved,2103,MasterCard,2443.42,883.08,44.15,22-08-2023,19-04-2023,3481,2103,19-06-2023,Praise,Resolved,08-06-2023,1
2104,Carol,Wilson,56,Other,Address_2104,Indianapolis,19458796957,carol.wilson@kag.com,Current,9017.9,08-12-2003,03-04-2023,2104,04-12-2023,Withdrawal,4929.94,4087.96,66,2104,17400.02,Auto,7.07,24,27-12-2020,Approved,2104,MasterCard,4252.73,4790.83,239.54,03-05-2023,03-11-2023,6181,2104,24-05-2023,Suggestion,Pending,26-07-2023,1
2105,Amanda,Sanchez,58,Female,Address_2105,Memphis,19458796958,amanda.sanchez@kag.com,Current,2688.71,02-05-2008,09-08-2023,2105,21-10-2023,Transfer,1387.46,4076.17,10,2105,36642.29,Personal,9.71,12,24-07-2021,Rejected,2105,AMEX,4119.84,222.73,11.14,13-04-2023,20-04-2023,3280,2105,20-11-2023,Suggestion,Resolved,08-05-2023,1
2106,Susan,Jones,62,Other,Address_2106,Philadelphia,19458796959,susan.jones@kag.com,Savings,7245.03,22-12-2003,14-07-2023,2106,14-03-2023,Withdrawal,4515.99,2729.04,72,2106,7541.52,Personal,7.57,60,10-06-2020,Closed,2106,Visa,4191.57,3780.47,189.02,01-01-2023,21-05-2023,1747,2106,02-02-2023,Suggestion,Pending,20-03-2023,1
2107,Susan,Walker,66,Female,Address_2107,Detroit,19458796960,susan.walker@kag.com,Savings,6548.27,28-05-2019,20-07-2023,2107,28-03-2023,Transfer,2162.07,8710.34,9,2107,45772.49,Personal,1.99,36,21-03-2020,Approved,2107,AMEX,3289.8,4883.1,244.16,25-07-2023,14-01-2023,6311,2107,08-10-2023,Praise,Resolved,06-11-2023,1
2108,Mary,Harris,66,Female,Address_2108,Austin,19458796961,mary.harris@kag.com,Savings,8869.72,22-11-2012,15-08-2023,2108,17-12-2023,Deposit,4538.57,13408.29,77,2108,45861.77,Auto,9.87,12,16-06-2020,Rejected,2108,Visa,5914.63,150.19,7.51,13-08-2023,20-04-2023,923,2108,12-05-2023,Suggestion,Pending,19-06-2023,1
2110,Robert,Roberts,35,Male,Address_2110,Memphis,19458796963,robert.roberts@kag.com,Savings,7423.95,21-11-2008,11-03-2023,2110,15-06-2023,Deposit,3854.1,11278.05,27,2110,8560.5,Mortgage,3.33,60,14-06-2022,Rejected,2110,MasterCard,1477.29,3521.24,176.06,02-09-2023,12-08-2023,3771,2110,25-09-2023,Praise,Resolved,28-07-2023,1
2111,Donna,Martin,64,Male,Address_2111,Chicago,19458796964,donna.martin@kag.com,Current,4290.99,07-10-2003,05-09-2023,2111,24-10-2023,Deposit,2005.99,2285,46,2111,23152.46,Auto,3.35,24,12-04-2021,Closed,2111,Visa,6151.84,163.72,8.19,16-04-2023,01-02-2023,7535,2111,31-12-2023,Praise,Resolved,18-11-2023,1
2112,Brian,Baker,60,Female,Address_2112,Jacksonville,19458796965,brian.baker@kag.com,Savings,4005.41,19-09-2011,14-03-2023,2112,19-08-2023,Deposit,3108.31,897.1,63,2112,21741.95,Auto,9.64,60,07-01-2021,Closed,2112,AMEX,9602.21,2994.58,149.73,26-06-2023,26-01-2023,4531,2112,15-04-2023,Praise,Resolved,13-12-2023,1
2113,Kenneth,Taylor,42,Female,Address_2113,New York,19458796966,kenneth.taylor@kag.com,Current,454.33,05-07-2020,12-09-2023,2113,11-07-2023,Deposit,266.93,187.4,42,2113,15617.37,Personal,2.73,48,16-07-2020,Closed,2113,MasterCard,4790.39,4580.7,229.04,08-06-2023,20-02-2023,7678,2113,05-02-2023,Complaint,Pending,18-05-2023,1
2114,Timothy,Hall,44,Other,Address_2114,Detroit,19458796967,timothy.hall@kag.com,Current,9618.46,17-11-2010,21-09-2023,2114,25-02-2023,Deposit,2999.01,6619.45,85,2114,9579.91,Personal,3.05,48,27-05-2022,Approved,2114,MasterCard,5908.54,2226.11,111.31,18-02-2023,19-10-2023,8854,2114,17-06-2023,Suggestion,Resolved,16-05-2023,1
2115,Susan,Johnson,44,Other,Address_2115,Fort Worth,19458796968,susan.johnson@kag.com,Savings,6790.11,30-07-2012,01-04-2023,2115,03-08-2023,Transfer,1586.59,5203.52,41,2115,13921.08,Auto,4.23,36,02-06-2021,Rejected,2115,Visa,1978.63,3717.37,185.87,07-07-2023,28-02-2023,992,2115,10-05-2023,Complaint,Resolved,23-11-2023,1
2116,Joshua,Harris,29,Male,Address_2116,Columbus,19458796969,joshua.harris@kag.com,Savings,5947.95,26-09-2002,06-05-2023,2116,01-11-2023,Transfer,4981.47,966.48,34,2116,28220.9,Mortgage,7.12,36,29-12-2022,Closed,2116,AMEX,6343.94,1628.37,81.42,26-09-2023,20-08-2023,3272,2116,24-11-2023,Suggestion,Pending,05-01-2023,1
2117,Matthew,Gonzalez,40,Other,Address_2117,Boston,19458796970,matthew.gonzalez@kag.com,Savings,2586.54,09-05-2017,17-10-2023,2117,06-07-2023,Deposit,4055,6641.54,93,2117,34599.63,Personal,4.87,60,15-05-2022,Rejected,2117,Visa,4480.34,1969.03,98.45,24-02-2023,14-04-2023,1177,2117,15-07-2023,Complaint,Resolved,10-01-2023,1
2118,Sarah,Hill,34,Other,Address_2118,San Diego,19458796971,sarah.hill@kag.com,Current,6618.61,04-08-2005,28-08-2023,2118,06-04-2023,Deposit,407.07,6211.54,30,2118,49000.21,Auto,3.8,24,15-06-2022,Rejected,2118,MasterCard,7544.17,3442.85,172.14,19-07-2023,21-05-2023,9296,2118,28-08-2023,Complaint,Pending,31-03-2023,1
2119,Mary,Ramirez,61,Other,Address_2119,Houston,19458796972,mary.ramirez@kag.com,Current,9461.47,10-11-2002,21-11-2023,2119,02-09-2023,Withdrawal,999.36,10460.83,44,2119,11572.16,Mortgage,3.41,24,22-04-2021,Rejected,2119,AMEX,5500.07,152.97,7.65,09-04-2023,24-05-2023,3053,2119,28-08-2023,Suggestion,Resolved,08-10-2023,1
2120,Joshua,Adams,24,Other,Address_2120,Louisville,19458796973,joshua.adams@kag.com,Current,1716.55,25-05-2013,10-01-2023,2120,16-06-2023,Deposit,3084.21,-1367.66,80,2120,10996.8,Mortgage,2.13,12,22-01-2020,Closed,2120,AMEX,1965.39,3664.26,183.21,10-06-2023,30-10-2023,2931,2120,25-03-2023,Suggestion,Pending,16-05-2023,1
2121,Jennifer,Garcia,41,Male,Address_2121,San Antonio,19458796974,jennifer.garcia@kag.com,Savings,9839.71,29-07-2015,31-07-2023,2121,07-11-2023,Transfer,1509.14,11348.85,1,2121,6734.63,Auto,5.92,48,21-12-2021,Closed,2121,Visa,2424.27,1314.98,65.75,28-03-2023,22-02-2023,7119,2121,12-06-2023,Suggestion,Resolved,27-08-2023,1
2122,Thomas,Williams,24,Male,Address_2122,Jacksonville,19458796975,thomas.williams@kag.com,Current,4331.55,17-01-2012,22-01-2023,2122,16-09-2023,Transfer,1072.39,5403.94,45,2122,47010.68,Personal,3.46,12,27-06-2021,Closed,2122,Visa,8948.31,4242.13,212.11,20-07-2023,07-06-2023,8562,2122,12-06-2023,Suggestion,Resolved,24-02-2023,1
2124,Betty,Moore,45,Other,Address_2124,Los Angeles,19458796977,betty.moore@kag.com,Current,6375.29,06-11-2005,08-06-2023,2124,26-07-2023,Transfer,539.97,5835.32,93,2124,46275.06,Mortgage,1.07,48,29-01-2021,Closed,2124,Visa,1631.32,1441.81,72.09,17-02-2023,05-03-2023,2321,2124,30-01-2023,Praise,Resolved,28-06-2023,1
2125,Mary,Hernandez,40,Male,Address_2125,Detroit,19458796978,mary.hernandez@kag.com,Savings,3308.66,06-01-2008,19-09-2023,2125,06-09-2023,Deposit,2776.82,531.84,30,2125,44582.34,Mortgage,5.78,24,12-12-2020,Closed,2125,AMEX,3749.79,3411.63,170.58,29-07-2023,08-06-2023,6340,2125,06-02-2023,Praise,Resolved,01-05-2023,1
2126,Andrew,Martin,27,Female,Address_2126,Columbus,19458796979,andrew.martin@kag.com,Current,3807,08-01-2005,20-04-2023,2126,11-09-2023,Transfer,1422.21,2384.79,22,2126,3154.81,Personal,7.27,48,25-08-2022,Closed,2126,Visa,7813.06,4572.58,228.63,15-07-2023,17-04-2023,2131,2126,23-03-2023,Complaint,Resolved,30-01-2023,1
2127,Paul,Jones,33,Other,Address_2127,Indianapolis,19458796980,paul.jones@kag.com,Savings,2976.49,25-03-2021,20-09-2023,2127,25-11-2023,Transfer,4336.38,-1359.89,15,2127,14708.79,Auto,9.35,36,07-11-2021,Closed,2127,Visa,6216.76,2587.07,129.35,28-08-2023,22-01-2023,4876,2127,13-06-2023,Praise,Pending,10-01-2023,1
2128,Robert,Jackson,60,Female,Address_2128,San Francisco,19458796981,robert.jackson@kag.com,Savings,3414.29,18-01-2012,19-12-2023,2128,16-01-2023,Transfer,173.44,3240.85,84,2128,15823.62,Mortgage,2.77,48,15-01-2022,Approved,2128,Visa,8907.41,4310.45,215.52,02-01-2023,29-12-2023,1597,2128,06-11-2023,Suggestion,Pending,31-12-2023,1
2129,James,Perez,65,Other,Address_2129,Washington,19458796982,james.perez@kag.com,Current,6500.71,16-06-2010,13-01-2023,2129,09-10-2023,Withdrawal,1761.2,8261.91,38,2129,14590.01,Personal,9.27,36,14-12-2020,Rejected,2129,Visa,3582.82,4679.51,233.98,26-09-2023,18-12-2023,4516,2129,08-05-2023,Suggestion,Pending,24-04-2023,1
2130,Michelle,Jackson,51,Male,Address_2130,Houston,19458796983,michelle.jackson@kag.com,Current,264.39,20-03-2020,04-03-2023,2130,09-06-2023,Deposit,2752.51,-2488.12,23,2130,21841.45,Personal,4.25,24,28-02-2021,Rejected,2130,MasterCard,8855.27,1877.22,93.86,11-02-2023,21-06-2023,8751,2130,12-11-2023,Complaint,Resolved,13-02-2023,1
2132,Margaret,Thomas,19,Female,Address_2132,Los Angeles,19458796985,margaret.thomas@kag.com,Current,7708.43,12-08-2020,16-12-2023,2132,21-09-2023,Transfer,296.19,8004.62,57,2132,38151.77,Personal,9.07,48,30-08-2021,Closed,2132,AMEX,9735.5,3888.57,194.43,27-09-2023,23-03-2023,4151,2132,02-08-2023,Complaint,Pending,15-02-2023,1
