CustomerSK,Customer ID,First Name,Last Name,Age,Gender,City,Email,Segment_Label
2139,2269,Patricia,Wilson,18,Other,San Antonio,patricia.wilson@kag.com,Mid-Value/Loyal
2140,2270,Kimberly,Lewis,61,Male,Memphis,kimberly.lewis@kag.com,High-Value/Frequent
2141,2271,Donna,King,20,Other,Albuquerque,donna.king@kag.com,High-Value/Frequent
2142,2272,Melissa,Moore,33,Other,Albuquerque,melissa.moore@kag.com,Mid-Value/Loyal
2143,2273,Patricia,Miller,52,Female,Phoenix,patricia.miller@kag.com,Low-Value/New
2144,2274,Donna,Lewis,31,Male,Houston,donna.lewis@kag.com,Mid-Value/Loyal
2145,2275,Christopher,Walker,66,Male,Washington,christopher.walker@kag.com,Low-Value/New
2146,2276,Jennifer,Harris,68,Male,Seattle,jennifer.harris@kag.com,Mid-Value/Loyal
2147,2277,Kimberly,Nguyen,24,Female,Sacramento,kimberly.nguyen@kag.com,Mid-Value/Loyal
2148,2278,Karen,Wilson,43,Male,San Francisco,karen.wilson@kag.com,High-Value/Frequent
2149,2279,Richard,Davis,60,Other,Las Vegas,richard.davis@kag.com,Mid-Value/Loyal
2150,2280,Kenneth,Clark,65,Female,Los Angeles,kenneth.clark@kag.com,Low-Value/New
2151,2281,Daniel,Johnson,48,Female,San Jose,daniel.johnson@kag.com,Mid-Value/Loyal
2152,2283,Brian,Torres,36,Other,Phoenix,brian.torres@kag.com,High-Value/Frequent
2153,2284,William,Wilson,54,Male,Chicago,william.wilson@kag.com,Mid-Value/Loyal
2154,2285,James,Harris,18,Other,Atlanta,james.harris@kag.com,Mid-Value/Loyal
2155,2286,Nancy,Robinson,42,Male,Atlanta,nancy.robinson@kag.com,Mid-Value/Loyal
2156,2287,John,Lewis,27,Other,Atlanta,john.lewis@kag.com,Low-Value/New
2157,2288,Matthew,Martin,35,Other,Chicago,matthew.martin@kag.com,Low-Value/New
2158,2291,James,Wright,46,Male,Louisville,james.wright@kag.com,Mid-Value/Loyal
2159,2292,Barbara,Torres,30,Male,Baltimore,barbara.torres@kag.com,Mid-Value/Loyal
2160,2293,John,Thomas,21,Male,Seattle,john.thomas@kag.com,Mid-Value/Loyal
2161,2294,Joseph,Roberts,29,Female,Mesa,joseph.roberts@kag.com,High-Value/Frequent
2162,2295,Charles,Carter,65,Other,Tucson,charles.carter@kag.com,High-Value/Frequent
2163,2296,Christopher,Nelson,36,Female,Detroit,christopher.nelson@kag.com,Mid-Value/Loyal
2164,2297,Mark,Taylor,43,Female,Omaha,mark.taylor@kag.com,Mid-Value/Loyal
2165,2299,Steven,Johnson,55,Male,Omaha,steven.johnson@kag.com,Mid-Value/Loyal
2166,2300,Ronald,Brown,33,Female,San Antonio,ronald.brown@kag.com,Mid-Value/Loyal
2167,2301,Emily,Lee,61,Other,San Diego,emily.lee@kag.com,Mid-Value/Loyal
2168,2302,Ronald,Hill,42,Other,Milwaukee,ronald.hill@kag.com,Low-Value/New
2169,2304,Amanda,Robinson,54,Other,Milwaukee,amanda.robinson@kag.com,Low-Value/New
2170,2305,Donna,Garcia,45,Other,Denver,donna.garcia@kag.com,Mid-Value/Loyal
2171,2306,Sandra,Taylor,45,Other,Jacksonville,sandra.taylor@kag.com,High-Value/Frequent
2172,2307,William,Hill,42,Male,Colorado Springs,william.hill@kag.com,Low-Value/New
2173,2308,Andrew,Harris,42,Male,Fort Worth,andrew.harris@kag.com,Mid-Value/Loyal
2174,2309,Linda,Jones,68,Other,Oklahoma City,linda.jones@kag.com,High-Value/Frequent
2175,2310,Melissa,Jones,29,Other,Atlanta,melissa.jones@kag.com,Mid-Value/Loyal
2176,2311,Susan,Martin,25,Male,San Antonio,susan.martin@kag.com,High-Value/Frequent
2177,2312,Elizabeth,Thomas,53,Male,Columbus,elizabeth.thomas@kag.com,Low-Value/New
2178,2313,Mary,Green,56,Male,Austin,mary.green@kag.com,High-Value/Frequent
2179,2314,Melissa,Torres,41,Female,San Antonio,melissa.torres@kag.com,High-Value/Frequent
2180,2315,David,Flores,40,Male,Memphis,david.flores@kag.com,High-Value/Frequent
2181,2316,Michael,Rodriguez,54,Other,Jacksonville,michael.rodriguez@kag.com,Mid-Value/Loyal
2182,2317,Charles,Jones,28,Male,Memphis,charles.jones@kag.com,Low-Value/New
2183,2318,Sandra,Adams,34,Other,Dallas,sandra.adams@kag.com,Low-Value/New
2184,2319,Linda,Johnson,45,Other,Mesa,linda.johnson@kag.com,Mid-Value/Loyal
2185,2320,Deborah,Rodriguez,20,Other,Jacksonville,deborah.rodriguez@kag.com,Mid-Value/Loyal
2186,2321,Mary,Nelson,19,Male,Denver,mary.nelson@kag.com,High-Value/Frequent
2187,2322,Jennifer,Scott,68,Male,Milwaukee,jennifer.scott@kag.com,Mid-Value/Loyal
2188,2323,Betty,Perez,46,Male,San Francisco,betty.perez@kag.com,Low-Value/New
2189,2324,Mark,Perez,51,Male,Dallas,mark.perez@kag.com,Mid-Value/Loyal
2190,2325,Sandra,Perez,31,Male,Tucson,sandra.perez@kag.com,High-Value/Frequent
2191,2326,Matthew,King,50,Female,Fresno,matthew.king@kag.com,Mid-Value/Loyal
2192,2327,Barbara,Lewis,65,Male,Las Vegas,barbara.lewis@kag.com,Mid-Value/Loyal
2193,2330,Deborah,Allen,46,Other,Indianapolis,deborah.allen@kag.com,Mid-Value/Loyal
2194,2331,Paul,Moore,19,Other,Denver,paul.moore@kag.com,Low-Value/New
2195,2332,Joseph,Miller,28,Other,Colorado Springs,joseph.miller@kag.com,Mid-Value/Loyal
2196,2333,Amanda,Smith,48,Female,Philadelphia,amanda.smith@kag.com,Low-Value/New
2197,2334,Margaret,Allen,66,Female,Austin,margaret.allen@kag.com,Low-Value/New
2198,2335,Joseph,Smith,30,Other,Fort Worth,joseph.smith@kag.com,Mid-Value/Loyal
2199,2336,Kevin,White,61,Male,San Jose,kevin.white@kag.com,Mid-Value/Loyal
2200,2337,Deborah,Brown,43,Other,Fort Worth,deborah.brown@kag.com,Low-Value/New
2201,2338,Daniel,Brown,51,Other,Nashville,daniel.brown@kag.com,Mid-Value/Loyal
2202,2339,Jennifer,Moore,67,Female,Jacksonville,jennifer.moore@kag.com,Mid-Value/Loyal
2203,2340,Melissa,Clark,27,Other,Oklahoma City,melissa.clark@kag.com,Low-Value/New
2204,2341,Stephanie,Nelson,29,Female,Mesa,stephanie.nelson@kag.com,Mid-Value/Loyal
2205,2342,Amanda,Young,66,Female,Louisville,amanda.young@kag.com,Low-Value/New
2206,2344,Brian,Ramirez,63,Male,Phoenix,brian.ramirez@kag.com,Mid-Value/Loyal
2207,2345,Charles,Adams,48,Female,Atlanta,charles.adams@kag.com,High-Value/Frequent
2208,2346,Daniel,Green,36,Female,Fort Worth,daniel.green@kag.com,High-Value/Frequent
2209,2347,Kevin,Scott,62,Female,Sacramento,kevin.scott@kag.com,Low-Value/New
2210,2348,Jessica,Garcia,41,Other,Omaha,jessica.garcia@kag.com,Mid-Value/Loyal
2211,2349,Timothy,Thomas,42,Other,Los Angeles,timothy.thomas@kag.com,Mid-Value/Loyal
2212,2350,Joseph,King,52,Female,Colorado Springs,joseph.king@kag.com,Mid-Value/Loyal
2213,2351,Matthew,Thompson,25,Male,Dallas,matthew.thompson@kag.com,Low-Value/New
2214,2352,Margaret,Roberts,22,Other,Washington,margaret.roberts@kag.com,Mid-Value/Loyal
2215,2353,William,Adams,39,Male,Phoenix,william.adams@kag.com,High-Value/Frequent
2216,2354,Joseph,White,45,Male,Fort Worth,joseph.white@kag.com,High-Value/Frequent
2217,2355,Patricia,Carter,29,Other,New York,patricia.carter@kag.com,Low-Value/New
2218,2356,Charles,Gonzalez,50,Female,Washington,charles.gonzalez@kag.com,Low-Value/New
2219,2357,Richard,Moore,33,Male,Kansas City,richard.moore@kag.com,High-Value/Frequent
2220,2359,Christopher,Carter,29,Male,Indianapolis,christopher.carter@kag.com,Mid-Value/Loyal
2221,2361,Susan,Nelson,66,Other,Chicago,susan.nelson@kag.com,High-Value/Frequent
2222,2362,Patricia,Hill,43,Male,El Paso,patricia.hill@kag.com,High-Value/Frequent
2223,2363,Deborah,Adams,58,Male,Seattle,deborah.adams@kag.com,High-Value/Frequent
2224,2364,Melissa,Taylor,30,Male,Detroit,melissa.taylor@kag.com,High-Value/Frequent
2225,2365,Anthony,Anderson,40,Female,San Jose,anthony.anderson@kag.com,Mid-Value/Loyal
2226,2366,Mark,Moore,48,Male,Seattle,mark.moore@kag.com,Low-Value/New
2227,2367,Timothy,Thompson,53,Male,Chicago,timothy.thompson@kag.com,Low-Value/New
2228,2368,Betty,Robinson,44,Female,El Paso,betty.robinson@kag.com,Low-Value/New
2229,2369,Andrew,King,53,Female,Chicago,andrew.king@kag.com,Mid-Value/Loyal
2230,2370,Linda,Brown,64,Other,Boston,linda.brown@kag.com,Mid-Value/Loyal
2231,2371,Jessica,Williams,59,Female,Portland,jessica.williams@kag.com,Low-Value/New
2232,2372,Carol,Miller,40,Male,Portland,carol.miller@kag.com,Low-Value/New
2233,2373,Margaret,Moore,55,Male,Colorado Springs,margaret.moore@kag.com,High-Value/Frequent
2234,2374,Ashley,Adams,20,Other,Boston,ashley.adams@kag.com,Mid-Value/Loyal
2235,2375,Karen,Miller,47,Other,Las Vegas,karen.miller@kag.com,High-Value/Frequent
2236,2376,Mary,Flores,49,Male,San Diego,mary.flores@kag.com,Low-Value/New
2237,2377,Ronald,Garcia,32,Female,Dallas,ronald.garcia@kag.com,Low-Value/New
2238,2378,Richard,Perez,55,Male,Atlanta,richard.perez@kag.com,High-Value/Frequent
2239,2379,Patricia,Smith,28,Other,Baltimore,patricia.smith@kag.com,Mid-Value/Loyal
2240,2380,Sandra,Brown,19,Male,Denver,sandra.brown@kag.com,Low-Value/New
2241,2381,Matthew,Rivera,43,Male,Indianapolis,matthew.rivera@kag.com,Low-Value/New
2242,2382,Ashley,Carter,51,Male,Las Vegas,ashley.carter@kag.com,High-Value/Frequent
2243,2383,William,Roberts,18,Other,Nashville,william.roberts@kag.com,High-Value/Frequent
2244,2384,John,Nelson,28,Other,Mesa,john.nelson@kag.com,Mid-Value/Loyal
2245,2385,Donald,Lewis,22,Other,Omaha,donald.lewis@kag.com,Mid-Value/Loyal
2246,2386,Amanda,Lee,43,Female,Colorado Springs,amanda.lee@kag.com,Low-Value/New
2247,2387,Elizabeth,Sanchez,23,Other,Philadelphia,elizabeth.sanchez@kag.com,High-Value/Frequent
2248,2388,Joshua,Wilson,52,Female,Phoenix,joshua.wilson@kag.com,High-Value/Frequent
2249,2389,Richard,Rodriguez,69,Female,Columbus,richard.rodriguez@kag.com,High-Value/Frequent
2250,2390,Donald,Campbell,22,Other,Houston,donald.campbell@kag.com,Mid-Value/Loyal
2251,2391,John,Lopez,69,Female,San Diego,john.lopez@kag.com,High-Value/Frequent
2252,2392,Ronald,Adams,26,Female,Las Vegas,ronald.adams@kag.com,Low-Value/New
2253,2393,Carol,Garcia,45,Male,Austin,carol.garcia@kag.com,High-Value/Frequent
2254,2394,Carol,Martin,36,Female,San Francisco,carol.martin@kag.com,Mid-Value/Loyal
2255,2395,Margaret,White,22,Female,Nashville,margaret.white@kag.com,Low-Value/New
2256,2396,Sarah,Clark,40,Other,Detroit,sarah.clark@kag.com,Low-Value/New
2257,2397,Patricia,Nguyen,61,Male,Portland,patricia.nguyen@kag.com,Mid-Value/Loyal
2258,2399,James,Smith,33,Female,Detroit,james.smith@kag.com,Low-Value/New
2259,2400,Amanda,Carter,24,Female,Tucson,amanda.carter@kag.com,Mid-Value/Loyal
2260,2401,Brian,Carter,31,Other,Milwaukee,brian.carter@kag.com,Mid-Value/Loyal
2261,2402,Carol,White,39,Other,Philadelphia,carol.white@kag.com,Low-Value/New
2262,2403,Timothy,Campbell,26,Male,San Diego,timothy.campbell@kag.com,Mid-Value/Loyal
2263,2404,Richard,Miller,64,Female,San Antonio,richard.miller@kag.com,Mid-Value/Loyal
2264,2405,Lisa,Jackson,40,Male,Fresno,lisa.jackson@kag.com,Mid-Value/Loyal
2265,2406,Charles,Perez,60,Other,Columbus,charles.perez@kag.com,High-Value/Frequent
2266,2407,Lisa,Wright,21,Female,Indianapolis,lisa.wright@kag.com,High-Value/Frequent
2267,2409,David,Lewis,43,Male,Jacksonville,david.lewis@kag.com,High-Value/Frequent
2268,2410,Sandra,Perez,58,Female,San Francisco,sandra.perez@kag.com,Mid-Value/Loyal
2269,2411,David,Hernandez,23,Other,Fort Worth,david.hernandez@kag.com,High-Value/Frequent
2270,2412,Joseph,Martin,48,Male,Philadelphia,joseph.martin@kag.com,Low-Value/New
2271,2413,Elizabeth,Lewis,34,Male,Denver,elizabeth.lewis@kag.com,High-Value/Frequent
2272,2414,Nancy,Green,26,Female,Memphis,nancy.green@kag.com,Mid-Value/Loyal
2273,2415,Carol,Adams,44,Other,Philadelphia,carol.adams@kag.com,Low-Value/New
2274,2416,Linda,King,23,Female,Boston,linda.king@kag.com,Mid-Value/Loyal
2275,2417,Nancy,Smith,23,Male,Las Vegas,nancy.smith@kag.com,Mid-Value/Loyal
2276,2418,Jessica,Walker,21,Male,Boston,jessica.walker@kag.com,Mid-Value/Loyal
2277,2419,Ronald,Robinson,69,Other,Indianapolis,ronald.robinson@kag.com,Mid-Value/Loyal
2278,2420,Sandra,Mitchell,60,Male,Indianapolis,sandra.mitchell@kag.com,High-Value/Frequent
2279,2421,Anthony,Moore,20,Other,Philadelphia,anthony.moore@kag.com,Low-Value/New
2280,2422,Paul,Taylor,41,Female,Atlanta,paul.taylor@kag.com,High-Value/Frequent
2281,2423,Patricia,Nguyen,35,Other,Nashville,patricia.nguyen@kag.com,Low-Value/New
2282,2424,Stephanie,Wilson,49,Female,Houston,stephanie.wilson@kag.com,Mid-Value/Loyal
2283,2425,Nancy,Thompson,65,Female,Fresno,nancy.thompson@kag.com,Low-Value/New
2284,2426,Christopher,Harris,38,Male,Louisville,christopher.harris@kag.com,Low-Value/New
2285,2427,Margaret,Anderson,65,Female,Kansas City,margaret.anderson@kag.com,High-Value/Frequent
2286,2428,Joshua,Rivera,46,Male,Louisville,joshua.rivera@kag.com,High-Value/Frequent
2287,2429,Elizabeth,Perez,49,Other,San Francisco,elizabeth.perez@kag.com,Low-Value/New
2288,2430,Matthew,Williams,42,Other,Columbus,matthew.williams@kag.com,Mid-Value/Loyal
2289,2431,Karen,Jackson,29,Female,San Antonio,karen.jackson@kag.com,Mid-Value/Loyal
2290,2432,Christopher,Baker,63,Other,Washington,christopher.baker@kag.com,Mid-Value/Loyal
2291,2433,Margaret,King,26,Female,New York,margaret.king@kag.com,Low-Value/New
2292,2434,Elizabeth,Wright,24,Other,Memphis,elizabeth.wright@kag.com,High-Value/Frequent
2293,2435,Steven,Roberts,31,Female,Milwaukee,steven.roberts@kag.com,High-Value/Frequent
2294,2436,Stephanie,Smith,37,Female,Baltimore,stephanie.smith@kag.com,Low-Value/New
2295,2437,Robert,Lee,37,Other,Charlotte,robert.lee@kag.com,Mid-Value/Loyal
2296,2438,Timothy,Lewis,27,Other,Seattle,timothy.lewis@kag.com,Mid-Value/Loyal
2297,2440,Andrew,Torres,56,Other,Baltimore,andrew.torres@kag.com,Low-Value/New
2298,2442,Kimberly,Smith,36,Female,Austin,kimberly.smith@kag.com,Low-Value/New
2299,2443,Steven,Clark,60,Other,Portland,steven.clark@kag.com,High-Value/Frequent
2300,2444,Charles,Lee,23,Other,Las Vegas,charles.lee@kag.com,High-Value/Frequent
2301,2445,Thomas,Thomas,25,Male,Sacramento,thomas.thomas@kag.com,Low-Value/New
2302,2446,Lisa,Baker,18,Female,Colorado Springs,lisa.baker@kag.com,High-Value/Frequent
2303,2447,Deborah,Flores,40,Female,San Diego,deborah.flores@kag.com,Low-Value/New
2304,2448,Paul,Sanchez,57,Other,Seattle,paul.sanchez@kag.com,Mid-Value/Loyal
2305,2449,Joseph,Thomas,54,Male,San Jose,joseph.thomas@kag.com,Low-Value/New
2306,2450,Andrew,Ramirez,27,Other,Las Vegas,andrew.ramirez@kag.com,High-Value/Frequent
2307,2451,Betty,Smith,19,Female,El Paso,betty.smith@kag.com,Mid-Value/Loyal
2308,2452,John,Scott,53,Female,Fort Worth,john.scott@kag.com,Low-Value/New
2309,2453,Emily,Martinez,19,Male,Baltimore,emily.martinez@kag.com,High-Value/Frequent
2310,2454,William,Nelson,32,Other,Milwaukee,william.nelson@kag.com,Mid-Value/Loyal
2311,2455,Elizabeth,Taylor,37,Male,Louisville,elizabeth.taylor@kag.com,Low-Value/New
2312,2456,David,Thompson,59,Other,Washington,david.thompson@kag.com,High-Value/Frequent
2313,2457,Susan,Miller,38,Male,Louisville,susan.miller@kag.com,Mid-Value/Loyal
2314,2458,Richard,Baker,47,Other,San Jose,richard.baker@kag.com,High-Value/Frequent
2315,2459,Matthew,Miller,41,Other,Boston,matthew.miller@kag.com,High-Value/Frequent
2316,2460,Mary,Baker,19,Other,San Antonio,mary.baker@kag.com,High-Value/Frequent
2317,2461,Andrew,Anderson,55,Female,Philadelphia,andrew.anderson@kag.com,Mid-Value/Loyal
2318,2462,John,King,39,Other,Las Vegas,john.king@kag.com,Low-Value/New
2319,2463,Charles,Rivera,46,Female,Denver,charles.rivera@kag.com,High-Value/Frequent
2320,2464,Karen,Hall,31,Male,Denver,karen.hall@kag.com,Low-Value/New
2321,2465,Michael,Brown,22,Other,Mesa,michael.brown@kag.com,Mid-Value/Loyal
2322,2466,Carol,Wilson,41,Female,Dallas,carol.wilson@kag.com,Low-Value/New
2323,2467,Joshua,Wilson,43,Male,Mesa,joshua.wilson@kag.com,Low-Value/New
2324,2468,Kenneth,Thomas,19,Other,Kansas City,kenneth.thomas@kag.com,High-Value/Frequent
2325,2469,Ronald,Miller,63,Male,Omaha,ronald.miller@kag.com,Low-Value/New
2326,2470,William,Young,62,Female,Memphis,william.young@kag.com,Low-Value/New
2327,2471,Joshua,Jackson,51,Female,Las Vegas,joshua.jackson@kag.com,Low-Value/New
2328,2472,Nancy,Johnson,40,Other,Phoenix,nancy.johnson@kag.com,High-Value/Frequent
2329,2473,Melissa,Martinez,58,Female,Detroit,melissa.martinez@kag.com,Low-Value/New
2330,2474,Christopher,Roberts,52,Female,Columbus,christopher.roberts@kag.com,High-Value/Frequent
2331,2475,Patricia,Taylor,32,Male,Colorado Springs,patricia.taylor@kag.com,Mid-Value/Loyal
2332,2476,Sandra,Torres,20,Other,Memphis,sandra.torres@kag.com,Low-Value/New
2333,2477,Donna,Lopez,29,Other,Philadelphia,donna.lopez@kag.com,Mid-Value/Loyal
2334,2478,Carol,Garcia,55,Other,San Antonio,carol.garcia@kag.com,Mid-Value/Loyal
2335,2479,Emily,Perez,68,Male,Atlanta,emily.perez@kag.com,Mid-Value/Loyal
2336,2481,Brian,Green,55,Other,El Paso,brian.green@kag.com,High-Value/Frequent
2337,2482,Melissa,Martin,44,Other,Kansas City,melissa.martin@kag.com,High-Value/Frequent
2338,2483,Margaret,Smith,36,Male,New York,margaret.smith@kag.com,High-Value/Frequent
2339,2484,Michelle,Campbell,66,Male,Houston,michelle.campbell@kag.com,High-Value/Frequent
2340,2486,Steven,Jackson,38,Other,El Paso,steven.jackson@kag.com,Low-Value/New
2341,2487,Margaret,Moore,57,Male,Portland,margaret.moore@kag.com,High-Value/Frequent
2342,2488,Michael,Garcia,41,Male,Detroit,michael.garcia@kag.com,High-Value/Frequent
2343,2489,David,Hall,41,Male,San Diego,david.hall@kag.com,Mid-Value/Loyal
2344,2490,Linda,Allen,36,Male,Indianapolis,linda.allen@kag.com,High-Value/Frequent
2345,2491,Steven,Thompson,48,Female,Chicago,steven.thompson@kag.com,Low-Value/New
2346,2492,Jennifer,Thompson,57,Female,Albuquerque,jennifer.thompson@kag.com,High-Value/Frequent
2347,2493,Kenneth,Sanchez,37,Other,Phoenix,kenneth.sanchez@kag.com,Low-Value/New
2348,2494,Joshua,Gonzalez,32,Female,Oklahoma City,joshua.gonzalez@kag.com,Low-Value/New
2349,2496,Richard,Anderson,52,Other,Albuquerque,richard.anderson@kag.com,Low-Value/New
2350,2497,Ronald,Baker,65,Male,Detroit,ronald.baker@kag.com,High-Value/Frequent
2351,2498,Mary,Clark,52,Female,Philadelphia,mary.clark@kag.com,Mid-Value/Loyal
2352,2499,Robert,Sanchez,50,Male,Mesa,robert.sanchez@kag.com,Mid-Value/Loyal
2353,2500,Amanda,Allen,57,Other,Omaha,amanda.allen@kag.com,High-Value/Frequent
2354,2501,Anthony,Anderson,58,Female,Phoenix,anthony.anderson@kag.com,Low-Value/New
2355,2502,Emily,Scott,61,Other,San Jose,emily.scott@kag.com,Mid-Value/Loyal
2356,2504,Linda,Clark,34,Male,Indianapolis,linda.clark@kag.com,Low-Value/New
2357,2505,Donna,Jones,25,Other,New York,donna.jones@kag.com,Low-Value/New
2358,2507,Stephanie,Allen,28,Female,Austin,stephanie.allen@kag.com,Low-Value/New
2359,2508,Michael,Thomas,47,Female,San Diego,michael.thomas@kag.com,Mid-Value/Loyal
2360,2509,Amanda,Thompson,44,Female,Boston,amanda.thompson@kag.com,Low-Value/New
2361,2510,Michael,Nguyen,56,Male,Omaha,michael.nguyen@kag.com,High-Value/Frequent
2362,2511,Lisa,Thomas,31,Male,Albuquerque,lisa.thomas@kag.com,Mid-Value/Loyal
2363,2513,Mary,Lewis,32,Male,Louisville,mary.lewis@kag.com,Mid-Value/Loyal
2364,2514,Daniel,Sanchez,29,Male,Columbus,daniel.sanchez@kag.com,Mid-Value/Loyal
2365,2515,Amanda,Wright,37,Female,Chicago,amanda.wright@kag.com,Mid-Value/Loyal
2366,2516,Mary,Anderson,34,Male,Mesa,mary.anderson@kag.com,High-Value/Frequent
2367,2518,Thomas,Thompson,43,Other,Oklahoma City,thomas.thompson@kag.com,Mid-Value/Loyal
2368,2519,Andrew,Lewis,31,Male,Charlotte,andrew.lewis@kag.com,High-Value/Frequent
2369,2520,Kimberly,King,42,Female,Portland,kimberly.king@kag.com,High-Value/Frequent
2370,2521,Daniel,Allen,43,Other,Louisville,daniel.allen@kag.com,High-Value/Frequent
2371,2522,Ashley,Green,64,Male,Boston,ashley.green@kag.com,Mid-Value/Loyal
2372,2523,Linda,Green,42,Male,Tucson,linda.green@kag.com,High-Value/Frequent
2373,2524,Lisa,Thompson,42,Female,Columbus,lisa.thompson@kag.com,Mid-Value/Loyal
2374,2525,Amanda,Miller,44,Female,San Diego,amanda.miller@kag.com,Mid-Value/Loyal
2375,2526,Margaret,Williams,60,Male,Columbus,margaret.williams@kag.com,High-Value/Frequent
2376,2527,Robert,Young,29,Female,New York,robert.young@kag.com,Mid-Value/Loyal
2377,2528,Richard,Walker,37,Other,Indianapolis,richard.walker@kag.com,Low-Value/New
2378,2529,Mark,Moore,33,Other,Seattle,mark.moore@kag.com,Low-Value/New
2379,2530,Donald,Nelson,42,Male,San Antonio,donald.nelson@kag.com,High-Value/Frequent
2380,2531,Timothy,Miller,44,Male,Charlotte,timothy.miller@kag.com,Mid-Value/Loyal
2381,2532,Jessica,Green,69,Female,Las Vegas,jessica.green@kag.com,Mid-Value/Loyal
2382,2533,Carol,Smith,35,Other,San Jose,carol.smith@kag.com,Low-Value/New
2383,2534,Ashley,Wilson,27,Female,Dallas,ashley.wilson@kag.com,High-Value/Frequent
2384,2535,Jessica,Young,68,Male,Charlotte,jessica.young@kag.com,Low-Value/New
2385,2536,Barbara,Garcia,67,Male,Sacramento,barbara.garcia@kag.com,Mid-Value/Loyal
2386,2537,Thomas,Hill,47,Male,Las Vegas,thomas.hill@kag.com,Low-Value/New
2387,2538,Jessica,Martinez,18,Male,Tucson,jessica.martinez@kag.com,High-Value/Frequent
2388,2539,Barbara,Miller,21,Male,Indianapolis,barbara.miller@kag.com,Low-Value/New
2389,2540,Linda,Sanchez,40,Male,San Diego,linda.sanchez@kag.com,Mid-Value/Loyal
2390,2541,Sarah,King,24,Female,Memphis,sarah.king@kag.com,High-Value/Frequent
2391,2542,Michael,Robinson,47,Female,El Paso,michael.robinson@kag.com,Low-Value/New
2392,2543,Jessica,Scott,43,Female,Milwaukee,jessica.scott@kag.com,Low-Value/New
2393,2544,Ashley,Lee,18,Other,Omaha,ashley.lee@kag.com,Low-Value/New
2394,2545,Brian,Taylor,46,Female,Columbus,brian.taylor@kag.com,Mid-Value/Loyal
2395,2546,Daniel,Allen,42,Male,Baltimore,daniel.allen@kag.com,High-Value/Frequent
2396,2547,Betty,Martinez,57,Female,Colorado Springs,betty.martinez@kag.com,Low-Value/New
2397,2548,Michelle,Campbell,43,Female,Portland,michelle.campbell@kag.com,Low-Value/New
2398,2549,Robert,Adams,34,Other,Indianapolis,robert.adams@kag.com,High-Value/Frequent
2399,2550,Sarah,Lopez,48,Male,Philadelphia,sarah.lopez@kag.com,Low-Value/New
2400,2551,Michelle,Thomas,25,Other,Tucson,michelle.thomas@kag.com,Low-Value/New
2401,2552,Amanda,Green,22,Other,Seattle,amanda.green@kag.com,Mid-Value/Loyal
2402,2553,James,Young,18,Other,Indianapolis,james.young@kag.com,High-Value/Frequent
2403,2554,Ashley,Anderson,32,Female,Fort Worth,ashley.anderson@kag.com,Mid-Value/Loyal
2404,2555,Charles,Clark,53,Male,Oklahoma City,charles.clark@kag.com,Low-Value/New
2405,2556,Sarah,Ramirez,24,Male,Omaha,sarah.ramirez@kag.com,Mid-Value/Loyal
2406,2557,Jennifer,Taylor,63,Other,Memphis,jennifer.taylor@kag.com,Mid-Value/Loyal
2407,2558,Lisa,Rivera,61,Male,Baltimore,lisa.rivera@kag.com,Mid-Value/Loyal
2408,2559,Karen,Roberts,44,Male,Detroit,karen.roberts@kag.com,High-Value/Frequent
2409,2560,Linda,Johnson,52,Other,Washington,linda.johnson@kag.com,High-Value/Frequent
2410,2561,Joshua,Scott,44,Female,Tucson,joshua.scott@kag.com,Low-Value/New
2411,2562,Emily,Roberts,37,Other,Colorado Springs,emily.roberts@kag.com,High-Value/Frequent
2412,2563,Steven,Miller,35,Other,Memphis,steven.miller@kag.com,Low-Value/New
2413,2564,Jessica,Gonzalez,57,Female,Washington,jessica.gonzalez@kag.com,High-Value/Frequent
2414,2565,Barbara,Anderson,19,Female,San Jose,barbara.anderson@kag.com,Mid-Value/Loyal
2415,2566,Donna,Harris,47,Female,Dallas,donna.harris@kag.com,Mid-Value/Loyal
2416,2567,Kimberly,Thompson,55,Female,Las Vegas,kimberly.thompson@kag.com,Low-Value/New
2417,2568,Susan,Perez,47,Other,Charlotte,susan.perez@kag.com,Mid-Value/Loyal
2418,2569,Margaret,Sanchez,24,Female,Mesa,margaret.sanchez@kag.com,High-Value/Frequent
2419,2570,Steven,Allen,56,Male,San Jose,steven.allen@kag.com,Mid-Value/Loyal
2420,2571,Daniel,Hernandez,30,Other,Portland,daniel.hernandez@kag.com,High-Value/Frequent
2421,2572,Stephanie,Martinez,50,Other,Atlanta,stephanie.martinez@kag.com,Low-Value/New
2422,2573,Brian,Harris,57,Female,San Antonio,brian.harris@kag.com,High-Value/Frequent
2423,2574,Mary,Torres,47,Female,San Diego,mary.torres@kag.com,Mid-Value/Loyal
2424,2575,Kenneth,Mitchell,47,Male,Atlanta,kenneth.mitchell@kag.com,Low-Value/New
2425,2576,Charles,Nelson,40,Female,Columbus,charles.nelson@kag.com,Low-Value/New
2426,2577,Mary,Nguyen,62,Other,Fort Worth,mary.nguyen@kag.com,Low-Value/New
2427,2578,Anthony,Green,41,Female,Mesa,anthony.green@kag.com,High-Value/Frequent
2428,2579,David,Hall,37,Male,Omaha,david.hall@kag.com,Mid-Value/Loyal
2429,2580,James,White,45,Other,San Francisco,james.white@kag.com,Low-Value/New
2430,2581,William,Flores,36,Other,Omaha,william.flores@kag.com,Mid-Value/Loyal
